Name,Comment,tone
Ranjana Maurya,This bill will benefit the farmers ... But their fear is also right ....govt has to come up with a middle way,"{'document_tone': {'tones': [{'score': 0.880562, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
Zulfan Ali,Ae Allah ye kafir modi ( firon) kab tak is desh k logon ko satata rahega,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
SingstA 01,kisaano c desh h desh c kisaan ni we must support with farmers ...   anaaj c zinda rahoge goumutr ya gobr c ni,{'document_tone': {'tones': []}}
SingstA 01,2011 m 2500000 log starving ki vjh c mare h  apne desh m har 4 bcha undernourished h toh jo desh m anaaj bach rha woh govt apni maa k  fude m de rhe agr anaaj zada h toh export kro vrna donate kro bki modi bht behnchd h  bsnl/mtnl b  jio khaa gya andhbhakto behn k lodo kl ko alu b cold storage c kharidna pdega,{'document_tone': {'tones': []}}
Bean,This bill is amazing? Room for some exploitation but i see more benifits here,"{'document_tone': {'tones': [{'score': 0.625919, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.952443, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This bill is amazing?', 'tones': [{'score': 0.922407, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Room for some exploitation but i see more benifits here', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
Bhavishya and karthika,My question is why the farmers from particular state of our country having problem with bill..and why  not from other states much. SOOCHOO,"{'document_tone': {'tones': [{'score': 0.622282, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.935153, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'My question is why the farmers from particular state of our country having problem with bill..and why  not from other states much.', 'tones': [{'score': 0.621066, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.819034, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'SOOCHOO', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Bhavishya and karthika,Good change never welcomed by these political parties for their own benifits,"{'document_tone': {'tones': [{'score': 0.701429, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Bhavishya and karthika,This situation of apprehensive created by  other political parties in the  innocent farmer&#39;s mind.,{'document_tone': {'tones': []}}
Bhavishya and karthika,First understand farmer  bill proposed by the government.<br>Don&#39;t unnecessary spread havoc .<br>The bill is to benifit the farmers.,"{'document_tone': {'tones': [{'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'First understand farmer  bill proposed by the government.<br>Don&#39;t', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'unnecessary spread havoc .<br>The', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'bill is to benifit the farmers.', 'tones': [{'score': 0.539498, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
,,{'document_tone': {'tones': []}}
Bhavishya and karthika,Ppl should explan farmers ...which is good for farmers...,"{'document_tone': {'tones': [{'score': 0.500367, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Nandoliya Safvan,It means all the foreign companies will rule over the peasants.... And tell me once  Modi said &quot;Made in India&quot; and &quot;great India&quot; what will happen of these statements.....,"{'document_tone': {'tones': [{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.8764, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'It means all the foreign companies will rule over the peasants....', 'tones': [{'score': 0.844072, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'And tell me once  Modi said &quot;Made in India&quot; and &quot;great India&quot; what will happen of these statements.....', 'tones': [{'score': 0.501296, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
,,{'document_tone': {'tones': []}}
siraj ma,I stand with modi I don’t care about others I just listen to modi ji.,"{'document_tone': {'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Kumar Gurutharan,"Which Is this truth are the farmers being cheated all these years by middlemen ?<br><br>Another side of the story !!!<br><br>Farmers are being cheated wake up Indian farmers so sad <br>the opposition is using this to creat havoc during Carona virus 🦠 time <br>The powerful middlemen who were profiting with help of congress and other opposition are paying the union leaders to continue to agitate while many poor farmers  are ready to move to allocated grounds and to talk to the government <br>It’s strange only in Punjab this is happening? <br><br>During this time farmers stood on their feet and earned some money .. and lived with respect. The bill is about to get rid of middlemen traders with political powers .. This is why the opposition is angry because they can no longer make money. We can no longer allow our farmers to commit suicide.and stop bla in ck money <br><br>The Agriculture Bill was passed by the Lok Sabha and the states. Now see the game of this bill<br><br>Agriculture is part 2 of Bill Demonicism.<br><br>Just as the demonetisation of black money was dismantled, similarly the two giants of Punjab and Maharashtra were destroyed by this bill.<br>Akali Dal from Punjab and Sharad Pawar from Maharashtra got engaged.<br>It had an annual income of at least Rs 5,000 crore. He was a commission agent between FCI and farmers.<br><br>His company received a 2.5% commission. All the warehouses belong to him. No farmer could sell a tonne of wheat to FCI without the tag of Zubair Agro.<br><br>All are wasted in one stroke.<br><br>Sharad Pawar&#39;s daughter Supriya Sule in Maharashtra showed agricultural income of Rs 10,000 crore.<br><br>The family had control over the entire onion, chilli and grape trade.<br><br>Bill left Pawar nowhere.<br><br>Modi cut the root, not its black money-stopping branches ... The monopoly enriched the farmers for a change, but the opposition should not listen to those who are trying to cheat the farmers<br><br>The Akali Dal and NCP can be seen begging in the next election.","{'document_tone': {'tones': [{'score': 0.525716, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.680687, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Which Is this truth are the farmers being cheated all these years by middlemen ?<br><br>Another side of the story !!!<br><br>Farmers are being cheated wake up Indian farmers so sad <br>the opposition is using this to creat havoc during Carona virus 🦠 time <br>The powerful middlemen who were profiting with help of congress and other opposition are paying the union leaders to continue to agitate while many poor farmers  are ready to move to allocated grounds and to talk to the government <br>It’s strange only in Punjab this is happening?', 'tones': []}, {'sentence_id': 1, 'text': '<br><br>During this time farmers stood on their feet and earned some money .. and lived with respect.', 'tones': [{'score': 0.748749, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'The bill is about to get rid of middlemen traders with political powers .. This is why the opposition is angry because they can no longer make money.', 'tones': [{'score': 0.788698, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.796123, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'We can no longer allow our farmers to commit suicide.and', 'tones': [{'score': 0.88658, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 4, 'text': 'stop bla in ck money <br><br>The Agriculture Bill was passed by the Lok Sabha and the states.', 'tones': []}, {'sentence_id': 5, 'text': 'Now see the game of this bill<br><br>Agriculture is part 2 of Bill Demonicism.<br><br>Just as the demonetisation of black money was dismantled, similarly the two giants of Punjab and Maharashtra were destroyed by this bill.<br>Akali', 'tones': []}, {'sentence_id': 6, 'text': 'Dal from Punjab and Sharad Pawar from Maharashtra got engaged.<br>It', 'tones': []}, {'sentence_id': 7, 'text': 'had an annual income of at least Rs 5,000 crore.', 'tones': []}, {'sentence_id': 8, 'text': 'He was a commission agent between FCI and farmers.<br><br>His', 'tones': []}, {'sentence_id': 9, 'text': 'company received a 2.5% commission.', 'tones': []}, {'sentence_id': 10, 'text': 'All the warehouses belong to him.', 'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 11, 'text': 'No farmer could sell a tonne of wheat to FCI without the tag of Zubair Agro.<br><br>All are wasted in one stroke.<br><br>Sharad', 'tones': []}, {'sentence_id': 12, 'text': 'Pawar&#39;s daughter Supriya Sule in Maharashtra showed agricultural income of Rs 10,000 crore.<br><br>The', 'tones': []}, {'sentence_id': 13, 'text': 'family had control over the entire onion, chilli and grape trade.<br><br>Bill', 'tones': []}, {'sentence_id': 14, 'text': 'left Pawar nowhere.<br><br>Modi', 'tones': []}, {'sentence_id': 15, 'text': 'cut the root, not its black money-stopping branches ... The monopoly enriched the farmers for a change, but the opposition should not listen to those who are trying to cheat the farmers<br><br>The Akali Dal and NCP can be seen begging in the next election.', 'tones': []}]}"
Techtoys Innovations,"If farmers are no happy then there must be some problem with the bills, this govt can&#39;t keep even the farmers happy, they are giving us the basic food, it&#39;s necessity and more than any other commodity, do hell with govt bills and policies","{'document_tone': {'tones': [{'score': 0.721098, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.519411, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Phiip Woodgate,"sorry I am from Australia so trying to understand, most farms in India are very small between 5 and 10 acres, are farmer afraid that they will lose the minimum support price, there for they will eventually need to sell their land. Large companies start to buy farms on mass and effectively destroy farming communities ? But would I be wrong in saying that a  solution might be to form co operatives in the local farming communities to create a stronger bargaining position ?","{'document_tone': {'tones': [{'score': 0.679123, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'sorry I am from Australia so trying to understand, most farms in India are very small between 5 and 10 acres, are farmer afraid that they will lose the minimum support price, there for they will eventually need to sell their land.', 'tones': [{'score': 0.597563, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.553674, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'Large companies start to buy farms on mass and effectively destroy farming communities ?', 'tones': [{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'But would I be wrong in saying that a  solution might be to form co operatives in the local farming communities to create a stronger bargaining position ?', 'tones': [{'score': 0.504781, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
,,{'document_tone': {'tones': []}}
Vikas Bafna,"So if farmers sell directly to traders , how does it gonna exploit them ?? Cutting out mandis and middle man&#39;s profit , farmers can get there true value of products and not the recession by mandis .",{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Ezzy Sixx,"While the farmers fears are legit, why fear about something that hasn&#39;t happened yet? How do they know for certain that the pvt companies will exploit them when the bill hasn&#39;t even been put to practice 🤔","{'document_tone': {'tones': [{'score': 0.848943, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.840028, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'While the farmers fears are legit, why fear about something that hasn&#39;t happened yet?', 'tones': [{'score': 0.949834, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'How do they know for certain that the pvt companies will exploit them when the bill hasn&#39;t even been put to practice 🤔', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Rsi Kumar Dasa,so according to this report Famers ke pas have koi budhi --- govt is trying to help --I guess less educated,"{'document_tone': {'tones': [{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
,,{'document_tone': {'tones': []}}
Richard Mann,Support for the farmers from Alabama USA!,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
golondriz3,Farmers come first.,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
faltu phone,"The bill was intended for a greater good and for letting farmers get their fair bit of share by open sales and not restricted to mandis. A kind of win - win situation. However the fear is, the gaint companies who will offer to buy their goods are going to impose laws and regulations which will go against the common good of farmers and eventually they will start losing their inheritance on their assets. Moreover the law will allow third party mass buyers to decide the rate and in due competence farmers will be compelled to sell at lower price than their profitable prices. Even i thought bill was good..later on hearing multiple agendas and possibilities i reside against it.","{'document_tone': {'tones': [{'score': 0.506161, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.733836, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.561405, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The bill was intended for a greater good and for letting farmers get their fair bit of share by open sales and not restricted to mandis.', 'tones': [{'score': 0.802788, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'A kind of win - win situation.', 'tones': [{'score': 0.768732, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'However the fear is, the gaint companies who will offer to buy their goods are going to impose laws and regulations which will go against the common good of farmers and eventually they will start losing their inheritance on their assets.', 'tones': [{'score': 0.752356, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 3, 'text': 'Moreover the law will allow third party mass buyers to decide the rate and in due competence farmers will be compelled to sell at lower price than their profitable prices.', 'tones': [{'score': 0.84917, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'Even i thought bill was good..later on hearing multiple agendas and possibilities i reside against it.', 'tones': [{'score': 0.925256, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
AHANA mittal,Koi mujhe hindi me samzha do hua kya hai,{'document_tone': {'tones': []}}
Srinu,"Why only Punjab farmers, why not farmers in south India and other states are protesting? This looks all politically motivated!","{'document_tone': {'tones': [{'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.932568, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Why only Punjab farmers, why not farmers in south India and other states are protesting?', 'tones': [{'score': 0.634986, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'This looks all politically motivated!', 'tones': [{'score': 0.758389, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
,,{'document_tone': {'tones': []}}
D devarapaga,Stfu there no protests in Telangana,"{'document_tone': {'tones': [{'score': 0.904683, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
Vivecan Stan,Punjab farmer will become more rich and prosperous if they carefully understand the bill like Western Countries&#39; farmer. Farmers should be little patient instead of assuming as if MODI is some representative of Ambani/Adani. Modi is 70 year old and he doesn&#39;t need money from Ambani and Adani. Stop blaming Modi. Modi is transforming India so that farmer&#39;s generations in future can continue to be proud farmers of India with richness and wealth. Modi is bringing India at par with Western economies. Farmers are misinformed. Modi is cleaning up mess of Congress and Corruption. Modi doesn&#39;t work for any Ambani and Adani.,"{'document_tone': {'tones': [{'score': 0.629156, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.673277, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.728, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.684376, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Punjab farmer will become more rich and prosperous if they carefully understand the bill like Western Countries&#39; farmer.', 'tones': [{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Farmers should be little patient instead of assuming as if MODI is some representative of Ambani/Adani.', 'tones': [{'score': 0.787981, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.834759, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Modi is 70 year old and he doesn&#39;t need money from Ambani and Adani.', 'tones': []}, {'sentence_id': 3, 'text': 'Stop blaming Modi.', 'tones': []}, {'sentence_id': 4, 'text': 'Modi is transforming India so that farmer&#39;s generations in future can continue to be proud farmers of India with richness and wealth.', 'tones': [{'score': 0.805726, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'Modi is bringing India at par with Western economies.', 'tones': []}, {'sentence_id': 6, 'text': 'Farmers are misinformed.', 'tones': []}, {'sentence_id': 7, 'text': 'Modi is cleaning up mess of Congress and Corruption.', 'tones': []}, {'sentence_id': 8, 'text': 'Modi doesn&#39;t work for any Ambani and Adani.', 'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
RandomBoi,Private private ...monopoly is coming aoon,{'document_tone': {'tones': []}}
Agriculturespotter,The same as in Europe ... NO FARMERS = NO FOOD,{'document_tone': {'tones': []}}
Jai Hind,"Does the farm bill 2020 stop a farmer from still continuing to trade with the APMC in their respective states.🤔<br>I guess not, because the farm bill is only a  choice provided to the farmer to either sell to the APMC or any private player.  (Preamble of the bill) . Here the farmer is made KING n not the blood sucking middlemen.<br> By construing this bill only will sink a farmer is just fear mongering . The act doesn&#39;t at any point highlight the doing away of APMCs. This Act is the best way forward for the actual heroes, the farmers to get their rightful dues henceforth which has been stopped by the parasites called Middlemen over decades. Kindly read n understand the bill in TOTO before crying foul.<br> Jai Hind!!!","{'document_tone': {'tones': [{'score': 0.508248, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.775112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Does the farm bill 2020 stop a farmer from still continuing to trade with the APMC in their respective states.🤔<br>I', 'tones': [{'score': 0.559775, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'guess not, because the farm bill is only a  choice provided to the farmer to either sell to the APMC or any private player.', 'tones': [{'score': 0.818876, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '(Preamble of the bill) .', 'tones': []}, {'sentence_id': 3, 'text': 'Here the farmer is made KING n not the blood sucking middlemen.<br>', 'tones': []}, {'sentence_id': 4, 'text': 'By construing this bill only will sink a farmer is just fear mongering .', 'tones': [{'score': 0.940528, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 5, 'text': 'The act doesn&#39;t at any point highlight the doing away of APMCs.', 'tones': [{'score': 0.54648, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 6, 'text': 'This Act is the best way forward for the actual heroes, the farmers to get their rightful dues henceforth which has been stopped by the parasites called Middlemen over decades.', 'tones': [{'score': 0.561417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': 'Kindly read n understand the bill in TOTO before crying foul.<br>', 'tones': []}, {'sentence_id': 8, 'text': 'Jai Hind!!!', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
Vijendra Singh,"I support farmers, but also known congress can&#39;t improve anything. So no vote for Congress","{'document_tone': {'tones': [{'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.921915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I support farmers, but also known congress can&#39;t improve anything.', 'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.950868, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'So no vote for Congress', 'tones': []}]}"
Mahesh Kumar Nayak,"Feels like farmers are not yet ready to make farming like an industry. If I get good price elsewhere why I may not like to sell there? Well it is related to quality of product. If quality is bit bad, I can sell in mandi, MSP is already there as was before, if good I may sell elsewhere in high price. Protest is highly motivated by politics and middlemen.","{'document_tone': {'tones': [{'score': 0.62091, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.840378, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.916662, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Feels like farmers are not yet ready to make farming like an industry.', 'tones': [{'score': 0.535919, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.867767, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'If I get good price elsewhere why I may not like to sell there?', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Well it is related to quality of product.', 'tones': [{'score': 0.936902, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'If quality is bit bad, I can sell in mandi, MSP is already there as was before, if good I may sell elsewhere in high price.', 'tones': [{'score': 0.570582, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.634637, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 4, 'text': 'Protest is highly motivated by politics and middlemen.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
,,{'document_tone': {'tones': []}}
Tanvir Dulai,Can someone explain the bills please?,"{'document_tone': {'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Ashuj,The fact that most of them are not farmers but rather landlords,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Snehasis Chandra,I understand these 3 bills are good for the farmers but mostly illeteracy driving them towards dependency on middleman agents. But Central government must boost counciling to farmers and educate them.,"{'document_tone': {'tones': [{'score': 0.513383, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I understand these 3 bills are good for the farmers but mostly illeteracy driving them towards dependency on middleman agents.', 'tones': []}, {'sentence_id': 1, 'text': 'But Central government must boost counciling to farmers and educate them.', 'tones': [{'score': 0.553136, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
NovemberNix,If the private companies take up then it will as expensive as electric city in india.. Simple as government bodies will always work for the welfare for the citizens but the private companies will only work for the profit. Our country people really needs to use their common sense rather only entertainment.,"{'document_tone': {'tones': [{'score': 0.775381, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.876303, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If the private companies take up then it will as expensive as electric city in india.. Simple as government bodies will always work for the welfare for the citizens but the private companies will only work for the profit.', 'tones': [{'score': 0.516914, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Our country people really needs to use their common sense rather only entertainment.', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
TIN ARAVIND,As long as Central govt does not collude with Private companies i think these reforms are good for Farmers freedom.,"{'document_tone': {'tones': [{'score': 0.500135, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Simar sidhu,Wish that these so called leaders of democratic country understands the problems of farmers. Support Farmers.,"{'document_tone': {'tones': [{'score': 0.70041, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Wish that these so called leaders of democratic country understands the problems of farmers.', 'tones': [{'score': 0.694921, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Support Farmers.', 'tones': [{'score': 0.526877, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
IF WhaT,if each and every party is protesting against one party then bjp is 1000% right,"{'document_tone': {'tones': [{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
ARAV,If farmers are not happy then why bring it now. Anyhow they are the ones who are going to struggle In farms. Nobody else. They know what needs to be done,"{'document_tone': {'tones': [{'score': 0.771396, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.848028, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'If farmers are not happy then why bring it now.', 'tones': [{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Anyhow they are the ones who are going to struggle In farms.', 'tones': [{'score': 0.648101, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Nobody else.', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'They know what needs to be done', 'tones': [{'score': 0.543941, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
,,{'document_tone': {'tones': []}}
